context,wrong,right
Ini adalah kekahalan pertama The Blues pada musim ini.,kekahalan,kekalahan
"""Selain itu, 227 gedung sekolah rusak, 24 gereja dan 24 masjid ikut menjadi korban dalam bencana yang terjadi pada Rabu pekan lalu itu, itu masih dalam pehitungan jumlah kerugiannya,"" katanya.",pehitungan,penghitungan
"""Sementara undang-undang menjamin hak mereka agar terlindungan dari risiko kerja, seperti kecelakaan, kematian dan kompensasi pensiun di hari tua,"" demikian Kuswahyudi.",terlindungan,terlindungi
Salah satunya adalah soal pemanasan sebelum berlatih atau bertanding..,bertanding..,bertanding
Pengalaman yang dapat diambil dari cerita Bang Maman adalah:a. Sikap memanjakan anak mengakibatkan ia tidak bisa mandiri.b.,mandiri.b,mandiri
"Setelah Makemake, IAU tengah mempertimbangkan pemberina nama untuk objek yang kini dikenal sebagai 2003 EL61.",pemberina,pemberian
"Dia berharap agar pembangunan sisi udara BSB cepat dilakukan oleh lima BUMN yang akan membentuk konsorsium itu, sehingga Samarinda yang merupakan Ibu Kota Provinsi Kaltim segera memiliki bandara yang presentatif seperti ibu kota provinsi di daerah lain.",presentatif,representatif
"Kapolres Bondowoso, AKBP Dadan Wisnu Wardana melalui Kapolsek Tlogosari, AKP Sudjatmiarto, menyatakan, Agus Suharyanto ettap dijerat Pasal 360 ayat 2 tentang kelalaian yang menyebabkan orang lain terluka dengan ancama hukuman sembilan bulan.",ettap,tetap
"""Presiden dan Menlu Korea Utara membahas hubungan kedua negara yang sangat baik, dan masih ada peluang kerjasama di bidang ekonomi, sosial budaya dan olahraga,"" katanya seusai mendampingi Preisden Yudhoyono dalam pertemuan tersebut.",Preisden,Presiden
"""Guru honorer juga berhak mendapatkan jaminan sosial dan untuk tahun depan BPJS akan rangkul guru honorer untuk menjadi peserta agar bisa mendapatkan kompensasi dan rahabilitas pada saat adanya kecelakaan kerja dan pada masa usia pensiun,"" kata Kepala BPJS Ketenagakerjaan Heri Subroto di Pangkalpinang, Jumat.",rahabilitas,rehabilitasi
"""Uni Eropa dilanda krisis eksistensila karena migrasi.",eksistensila,eksistensial
Keputusanya tampil kembali itu mendapat respons positif dari kawan-kawannya sesama musisi.,Keputusanya,keputusannya
"Hal itu dikarenakan, permintaan Ishlah sudah ditandangani oleh Ketua Maejlis Syariah DPP PP, KH Maimoen Zubair.",Maejlis,Majelis
"Edrmann sebelumnya dikenal setelha menemukan spesies-spesies baru di Raja Ampat, Papua Barat.",Edrmann,Erdmann
"Ban juga menyerukan dilakukan ""usaha-usaha bersama"" untuk menghentikan perang pemerintah dengan pemberotnak etnik di Kachin di utara negara itu di mana Thein Sein memimpin usaha-usaha reformasi dalam dua tahaun belakangan ini.",pemberotnak,pemberontak
"Gangguan pada suasana damai bisa muncul dari faktor bencana alam, maupun dari manusia yang berpotensi disintegra si bangsa.",disintegra,disintegrasi
Setidaknya perlawanan parlemen tidak sesengit ketika KMP tidak mendapat posisi sama sekali di pemerintahan (kabinet).,sesengit,sengit
Juru bicara Presiden Julian Aldrin Pasha sebelumnya mengatakan rapat semula dijadwalkan pada Kamis siang pukul 14.00 WIB namun ada materi yang perlu dimatangkan sehingnya ditunda hingga malam.,sehingnya,sehingganya
"SURABAYA, SELASA - Sebulan sebelum hari raya Idul Fitri, tarif angkutan kereta api komersial kelas eksekutif dipastikan naik sekitar 11 persen.",ekseku,eksekusi
Beberapa warga kampung Walahir itu kemudian sempat mendiskusikan adanya rekahan tanah itu yang di desa mereka juga disebut sebagai Gunung Gedugan.,Gedugan,gedungan
"Selain kondisi PSM yang mengalami krisis penyerang sepeningalan Muchlis Hadi Ning yang harus bergabung di pemusatan latihan timnas U-22, juga karena ajang uji coba itu memang diamnfaatkan untuk mematangkan strategi.",diamnfaatkan,dimanfaatkan
"Kepala Kantor Ketahanan Pangan Bukittinggi, Yetti Asra menyebutkan salah satu upaya Kota Bukittinggi dalam penyediaan keterdiaan bahan pangan adalah memanfaatkan pekarangan rumah.",keterdiaan,ketersediaan
Jokowi menyarankan para orang tua agar mengkursuskan putra-putrinya jika menginginkan pelajaran tambahan Bahasa Inggris.,mengkursuskan,menguruskan
"Kalo kita tidak hafal bacaan sholat duhanya dan hanya membaca seperti sholat wajib, apakah sholat duha kita tu diterima atau tidak ya?",duhanya,tuhannya
"Dia mengaku, sekalipun dirinya dan keluarga tersiksa alami kemecatan saat mudik setiap tahunnya, namun tak membuat dirinya kapok mudik karena memang harus bersilaturahim dengan salah satu orang tuanya, mertua, serta saudara-saudaranya di Semarang dan Ungaran.",kemecatan,kemacetan
"""Agar petani tidak tergiur menjual lahan pertaniannya, perlu ada regulasi tegas tentang tata ruang agar lahan-lahan pertanian dipertahankan tidak tergerus konfersi lahan,"" ujar Hermanto.",konfersi,konferensi
"""Dengan kenaikan suku bunga AS semakin dekat, penurunan impor menempatkan fokus pada pelambatan ekonomi Tiongkok, dan penurunan harga-harag sumber daya atau saham-saham negara berkembang meningkatkan penghindaran risiko,"" Toshiya Yamauchi, seorang analis senior Ueda Harlow Ltd. penyedia jasa margin-trading di Tokyo,  menulis dalam sebuah catatan kepada nasabahnya.",harga-harag,harga-harga
"Pekan ini, mantan pelatih Juventus Capello dalam sebuah wawancara menyayatakan tim asuhan Conte tidak bakal mendulang sukses di Eropa, mengingat Liga Italia (Serie A) tidak berkualitas dan tidak cukup kompetitif.",menyayatakan,menyatakan
"Hingga babak pertama usai, kedudukan kedua sebelasan masih tetap 0-0.",sebelasan,kesebelasan
Dia pun kembali berkilah ikhwal isi pesan singkat antara ia dan Nisa terkati permintaan uang Rp 3 miliar.,terkati,terkait
Sehingga pada Mei 2005 Zuliansyah mendatangani perjanjian antara Pacific Resoruces dan PT ANU untuk kontrak bisnis batubara di Berau Kaliamntan Timur sehingga Zuliansyah langsung menandatangani kontrak itu padahal isi kontark bukankerja sama bisnis batubara.,Resoruces,Resources
"Kepala Bidang Pemerintahan Desa Badan Pemberdayaan Pemerintah Desa, Perempuan dan Keluaga Berencana (BPMPDPKB) Kulon Progo Sugimo, Sabtu, mengatakan pembahasan peraturan daerah tentang pemilihan kepala desa sudah selesai.",Keluaga,keluarga
"Tetapi proses pembelajarannya menyesuiakan dengan Kurikulum 2013,"" kata Musliar.",menyesuiakan,menyesuaikan
"Jakarta (ANTARA News) - Menterri Desa, Pembangunan Daerah Tertinggal dan Transmigrasi Marwan Jafar mengajak masyarakat khususnya di pedesaan untuk ikut program transmigrasi agar meningkat taraf kehidupan dan kesejahteraan dengan mengerjakan lahan baru yang subur dan luas di luar Jawa.",Menterri,menteri
"Kedarurat dan Logistik BPBD Sumbar, R. Pagar Negara saat dihubungi dari Pariaman, Rabu.",Kedarurat,Kedaruratan
"""Saya bangga satu korsp bersama karyawan yg berdedikasi tinggi, berprestasi, iklas laksanakan tugas, produktif inovatif yang akan membawa kesejahterasan yang lebih baik pada masyarakat,"" imbuhnya.",korsp,korps
Jakarta (ANTARA News) - Peneliti dari pusat riset  dan kanker menyatakan optimistis mampu mengembangkan teknologi imunoterapi yakni menggunakan sel T untuk pengobatan kanker.,imunoterapi,inmunoterapia
Warga bisa melihat tarian air warna-warni ini dari amhiteater di sebelah barat yang telah disediakan untuk pengunjung.,amhiteater,amphitheater
"Kasino tepi laut itu adalah satu di antara yang berperforma buruk di Atlantic City, di mana mengalawi tahun ini dengan 12 kasino.",mengalawi,mengawali
"Sejak itu, Front Nasional beruasha keras untuk menggembosi Aliansi Rakyat.",beruasha,berusaha
"Lavinia yang bertubuh lebih kecil dibandingk lawannya, semula mampu mengimbangi permainan lawannya dengan penempatan-penempatan bola ke baseline.",dibandingk,dibandingkan
Para pemuda itu diharapkan bisa membentuk forum silaturahim antargenerasi muda maritim yang bersifat nasional untuk semakin meningkatkan pemahaman gemenrasi muda tentang peradaban maritim Indonesia.,gemenrasi,generasi
Sebanyak 200 Ha-nya akan dibuat sebagai pusat pemerintahan.,Ha-nya,hanya
"Kerugain yang diakibatkan sekitar Rp 0,5 triliun.",Kerugain,Kerugian
"mengucapkan selamat kepada Anda atas kemenenangan ini, yang",kemenenangan,kemenangan
"Namun, ungkap dia, untuk mendatkan sertifikat LAZ dibutuhkan sejumlah syarat yang dibutuhkan oleh lembaga nirlaba.",mendatkan,mendapatkan
"Namun, pehamaman Hun Sen soal undang-undang itu ditentang sejumlah kalangan.",pehamaman,pemahaman
Yohana menyebutkan tindakan penelantaran tersebut bertetantangan dengan Undang-undang Nomor 35 tahun 2014 tentang Perlindungan Anak.,bertetantangan,bertentangan
"Menurut Gubernur Akademi Angkatan Udara (AAU) Marsekal Muda Tabri Santoso, sebenanrya ada 105 Taruna Tingkat IV AAU yang lulus tahun ini, tetapi yang satu orang masih mengikuti pendidikan di Jepang.",sebenanrya,sebenarnya
"""Mereka bekerjasama dengan pengamat hama, petugas dari Balai Perlindungan Tanaman Dinas Pertanian Tanaman Pa gan Pemerintah Provinsi Jawa Timur, yang memberikan penjelasan teknis, dan kemudian juag mencari jalan keluar bagi setiap rpoblem pengendalaian hama dan penyakit,"" katanya.",rpoblem,problem
Abbott hanya berkomentar bahwa dirinya senang terjadinya pertemuan di antara kedua negara dalam rangkaian Konferensi Tingkat Tinggi Kerja Sama Ekonomi Negra-negara Asia Pasifik (KTT APEC) 2013 di Nusa Dua Bali.,Negra-negara,Negara-Negara
"Sementara itu Komandan Pangkalan Utama TNI AL Laksama Heru Kusmanto mengatakan pelaksanaan ""rimpac"" bertujuan  meningkatkan kerja sama antara negara sekaligus meningkatkan profesionalisme prajurit TNI AL khususnya prajurit KRI dan pasukan marinir.",Laksama,Laksamana
Aksi teatrerikal Aliansi Masyarakat Kendal ini dilakukan dalam rangka memperingati Hari Buruh dan Hari Pendidikan Nasional.,teatrerikal,teatrikal
"Pamain asing Persis, Nnengue yang sedang diuji kemampuannya keliatah sulit mendapatkan peluang untuk pencetak gol untuk tuan rumah, sedangkan UiTM FC yang dikoordinir oleh kapten tim Ahmad Shahir serangannya belum membahayakan tim tuan rumah.",keliatah,kelihatan
Ia juga memutuskan tidak melaporkan kejadian yang tidak meneynangkan tersebut.,meneynangkan,menyenangkan
Modus tresangka melakukan persetubuhan yakni memanfaatkan kesempatan orang tua korban tidak ada di rumah.,tresangka,tersangka
"Wolfsburg vs Inter Milan, Dnipro vs Ajax, Clubb Brugge vs Besiktas (semua dimainkan pukul 19.00 GMT)Fiorentina vs Roma, Everton vs Dynamo Kiev, Villareal vs Sevilla, Napoli vs Dynamo Moscow (semua dimainkan pukul 20.05 GMT)",Clubb,club
"Para penyidik yakin tokoh konservatif berusia 64 tahun itu menerima suap senilai 3,7 juta dolar AS yang diberikan para impoter karena mereka memperoleh cukai gelap, kata penunut Antonio Morales.",impoter,importir
"Saat ini, waktu menunjukan pukul 23.00 waktu New York yang berarti berjarakan 1 jam dari perayaan tahun baru yang biasanya berlangsung sangat meriah di kota apel itu.",berjarakan,berjarak
"Ia bertolak pinggang dan melambaikan tangannya untuk menaggil seorang pejabat kita, ketua umum PBSI Padmo Soemasto.",menaggil,memanggil
Ghani bulan lalu mencalonkan Mohammad Masssom Stanekzai untuk mengisi posisi itu.,Masssom,Masoom
"Aswandi mengatakna, kenaikan BBM bakal menyebabkan kenaikan ongkos atau tarif angkutan umum.",mengatakna,mengatakan
"""Kekhawatiran nasabah dengan kegagalan transaksi bursa berkurang bahkan hilang dengan adanya KPEI yang menjamin kepastian penyelesaian transaksi bursa atau pengelola risiko dari penyelesiaan transaksi bursa itu,"" katanya.",penyelesiaan,penyelesaian
"Menurut Kaban, kerugian yang dideritanya merupakan bagian dari risiko kepengelolaan wisata alam.",kepengelolaan,pengelolaan
"Barang-barnag itu merupakan hasil kerajinan tangan langsung penduduk di Kutai Kartanegara Ing Martadipura, Suku Pedalaman (Suku Dayak), dan pesisir.",Barang-barnag,Barang-barang
"Pelucutan busana bentuk pelecehan oleh negara Sementara itu kuasa hukum narapidana korban insiden ini, Debbie Kilroy mengaku dirinya muak dengan temuan ini dan mendesak agar pelakunya diberikan sanksi pelanggaran kedispilinan.",kedispilinan,kedisiplinan
Bekas pelatih Swedia itu mengatakan bermain terlalu pasif adalah penyebab kekalahan Isladnia dari tim tuan rumah.,Isladnia,Islandia
Tersangka dibawa ke makoramil yang hanya berjarak sekitar 200 meter dari lokasi.,makoramil,koramil
"Selain itu, kami juga megnantisipasi adanya kelompok baru.",megnantisipasi,mengantisipasi
"Saati ini petugas dari Pospolair, dan Posmat TNI AL Serangan dengan anggota Syahbandar Serangan masih melakukan proses pencarian korban yang belum diketemukan itu.",Saati,saat
Saat ini pelaku ditahan di Markas Polsek Tambora dan dikenanai Pasal 365 dengan tuntutan maksimal 7 tahun penjara.,dikenanai,dikenai
"""Kami kalah kualitas dan kalah segalan dari tim lawan.",segalan,segalanya
"Ia menjelaskan dari keterangan saksi diketahui bahwa kebakaran utama brasal dari gedung  Holder Panel dan sumber api dari batu bara yang sementara berada  kramser konveor (mesin pengantar batu bara) nomor  C4, C5, C6.",konveor,conveyor
"Burki; Sokratis, Bender, Hummels (Ginter); Piszczek, Castro (Kagawa), Weigl, Schmezler (Eric Durm); Mkhitaryan, Aubameyang, Reus.",Schmezler,Schmelzer
"""Jadi, sepertinya sudah bisa dipastikan yang bersangkutan, Nazaruddin, untuk dimintai keterangan dalam kaitan penyelidikan KPK dalam revitalisi sarana dan prasarana Diknas 2007, tidak datang hari ini,"" kata Johan di Gedung KPK, Jakarta, sore ini.",revitalisi,revitalisasi
"Di tambah lagi, sinyal handpon kru pesawat Aviastar terdeteksi di Kabupaten Luwu,"" katanya.",handpon,handphone
"""Jadi harga dagang sapi ini, sejak bebepa bulan lalu sebenarnya relatif stabil.",bebepa,beberapa
"Petani penggarap hutan di sekitar aliran sungai diberi kelinci, domba atau dilatih untuk bercocok tanam di hutan dekat aliran sungai, sedangkan sisanya akan diberikan hal yang sama setelah rencanaannya dirumuskan dan dilaksanakan februari 2016.",rencanaannya,rencananya
"""Kami telah melakukan koordinasi bersama tim Mabes Polri dan Kemerinterian Kehutanan tersebut.",Kemerinterian,Kementerian
Para pejabat Jordania mengemukakan kepada Reuters bahwa mereka merasa dihina oleh peringatan Suleiman yang disiarkan jarinagn media sosial  bahwa rudal Alexander yang mutakhir buatan Soviet dapat menghantam kerajaan itu apabila militer AS menggelar setidaknya dua baterai rudal Patriot akhir bulan ini.,jarinagn,jaringan
Enam tewas dalam serangan mortir teroris di Sweida,Sweida,Swedia
"Selanjutnya, anggota Komisi C DPRK Aceh Tengah, Yurmiza Putra menjejelaskan salah satu kontrak yang dimaksud adalah dokumen kontrak antara PLN dengan Hyundai.",menjejelaskan,menjelaskan
"Action Conter La Faim (ACF), organisasi kemanusiaan internasional, melalui kemitraan dengan organisasi non-pemerintah setempat --Ground Water Exploration Inc. (GWEI), saat sedang menilai sumber air beberapa sekolah di Bomi, Gunung Grand Cape dan Desa Montserrado.",Conter,Contre
Dua pemuda itu terancam hukuman seumur hidup karena membunuh secara berebcana sesuai Pasal 340 Kitab Undang-undang Hukum Pidana (KUHP) dan pencurian disertai tindak kekerasan hingga mengakibatkan kematian seseorang seperti diatur Pasal 365 KUHP.,berebcana,berbencana
"Dia mengatakan, pada Kamis pagi, Wali Kota Manado, GVL Lumnetut telah datang ke lokasi tersebut untuk melihat para warga korban banjir.",Lumnetut,Lumentut
"Menurut dia, warga luar Jakarta knii bisa datang ke Jakarta untuk mencari pekerjaan atau mengadu nasib di ibukota.",knii,kini
"Sedangkan pejabat yang mereka suap, Akil Mochtar dihukum seumur hidup karena menerima uang lebih dari 10 penangananan sengketa pilkada.",penangananan,penanganan
"Posisinya diikuti oleh pemain Serbia, Novak Djokovic.- Peringkat ATP1.",Djokovic.-,Djokovic
"""Meskipun hari buruh sepi, tetapi pengamanan tetap dijaga ketat untuk mencegah hal-hal yang tidak diinginkan,"" kata Komandan Kompi Sabhara Polda Banten Iptu Hero di Pintu Tol Kragilan Sernag saat dihubungi di Lebak, Jumat.",Sernag,Serang
"Dalam daftar resmi susunan pemain, Firman yang pada pertandingan melawan Vietnam Sabtu lalu menjadi cadangan dan baru masuk pada pertengangan babak kedua menggantikan Manahati Lestusen, kini menjadi kapten tim Indonesia untuk pertandingan melawan Filipina.",pertengangan,pertengahan
"Sedangkan, dari Gerakan Indonesia memilih hadir antara lain, Rektor Universitas Islam Negeri Syarief Hidayatullah Jakarta Komaruddin Hidayat, aktivis Indonesia Corruption Watch Teten Masduki, sutradara film Garin Nugroho, Direktur Eksekutif Lembaga Survei Indonesia Buhanuddin Muhtadi, dan penelitisi senior CSIS J Kristiadi.",penelitisi,peneliti
"Anehnya, lanjut Muji, meskipun terdapat pergantain pasal namun, nomor laporan tetap menggunakan pasal 351 ayat 3.",pergantain,pergantian
"Manaher Persires Banranegara Burgo Pane, mengatakan, timnya pada babak pertama mampu mengimbangi permainan Persis, sehingga tidak ada gol.",Banranegara,Banjarnegara
"""Saya tidak mungkin menunurunkan pemain yang baru sembuh cedera, dimainkan dengan beban harus menang.",menunurunkan,menurunkan
"Sedangkan bagi kepentingan Indonesia, menurut dia, Predisen harus hadir dengan ""dignity"", menjelaskan kejadian kebakaran hutan dan lahan (karhutla) sekaligus langkah yang akan diambil untuk memperbaikinya di masa depan.",Predisen,Presiden
"Ia juga menyatakan, jika ada pihak-pihak yang merasa dirugikan atas kejadian tersebut syah-syah saja jika membuat laporan kepolisian.",syah-syah,sah-sah
Operasi darat ini dilakukan setelah militer Pakistan melakukan serangan udara dan artileri ke sejumlah sasaran militan di wilayah yang terletak dekat perbataasn Afganistan.,perbataasn,perbatasan
"Dari pengakuan mereka, Gafatar tidak mewajibakn shalat.",mewajibakn,mewajibkan
"""Potensi konfilk itu harus dicegah dengan perbincangan rasional ilmiah antara negara-negara yang terkait, seperti antara Indonesia dengan Filipina dan Indonesia dengan Papua Nugini,"" katanya.",konfilk,konflik
"Menurut Yokka, tempat wisata yang menampilkan koleksi berbagai alat transportasi ini mendadak dikunjungi banyak pengunjung pada hari Imlek sampai sekitar 1.000 pewisata dari Kediri, Bandung, Depok dan Banjarmasin.",pewisata,wisata
Beliai itu sedang penciyraan.,Beliai,Belalai
"Telur-telur raksasa ini sebagian dihias dengan karakter-karatker yang paling disukai anak-anak di Inggris, seperti Moshi Monsters, Peppa Pig dan SpongeBob SquarePants.",karakter-karatker,karakter-karakter
Kerumuman warga berdesakan di satu atopek untuk mendapatkan obat.,atopek,apotek
"Aldy mempersembahkan emas bagi Indonesia setelah berhasil memukau juri lewat penampilan habis-habisannya pada final di Tennis Indoor, Gelora Bung Karno, Senayan, Jakarta.",habis-habisannya,habis-habisnya
"Kapal itu rencananya tiba sekitar pukul 16.00 WIT di dermaga Pelabuhan Yos Sudarso,"" kata Kepala Bidang Rehabilitasi Sosial Dinsos Maluku Yahya Balianan kepada wartawan, Jumat sore.",Balianan,Balian
Jakarta (ANTARA News) - KPK mengakui adanya pertemuan antara Gubernur Sumatera Utara Gatot Pujo Nugroho dengan petinggi partai Nasdem sehinga melakukukan pengusutan terhadap materi pembicaraan tersebut.,melakukukan,melakukan
"Karena ada konsekuensi besar pascamistar pengkuran (lewat high stakes testing), serta-merta subyek-subyek yang terlibat dalam ujian nasional menjadikan angka-angka yang ditetapkan oleh pemerintah sebagai tujuan.",pengkuran,Pengukuran
"Sebagai koordinator pengawas, UNJ bekerjasama dengan beberapa universitas lain seperti, Universitas Pancasila, Universitas Indonesia, Universitas Jayabaya untuk mengolah data tentang pengawas yang diberasal dari tiap Rayon.",diberasal,berasal
"Buku yang antara lain berisi kebijakan pertahanan Pemerintah Australia itu diserahakn dalam pertemuan bilateral antara Menteri Pertahanan Australia Marise Ann Payne dan Menhan RI Ryamizard Ryacudu di Kantor Kemhan, Jakarta, Senin.",diserahakn,diserahkan
"""Selama 40 hari setelah kebangkitan-Nya pada hari Minggu, tiga hari sesudah kematian-Nya di atas kayu salib, Yesus menunjukkan diri-Nya kepada para murid, dan dengan banyak tanda Ia membuktikan, bahwa Ia hidup.",kematian-Nya,kematianya
Single ini juga dipersembahkan sebagai jembatan menuju album baru Sandhy Sondro yang diberi nama Love Songs.,Sondro,Sandoro
"Pelalayanan yang diebrikan meliputi konsultasi sekolah, visa pelajar, penjemputan di Bandara Narita, pengantaran ke tempat tinggal di Tokyo, pengantaran ke sekolah, pengawasan belajar hingga kembali pulang ke Indonesia.",Pelalayanan,Pelayanan
"Karenanya, Luhut menekankan jika penanganan narkoba akan sama dengan penanagan terorisme.",penanagan,penanganan
"""Sesuai rencana diberangkatankan sore dari Malang dan akan dimakamkan besok pukul 10.00 WIB,"" kata Komandan Pangkalan Udara Utama TNI AU Adisujipto, Marsekal Pertama Imran Baidrus, di rumah duka yang juga kediaman mertua almarhum di Kampung Sidikan, Kelurahan Pandeyan, Kecamatan Umbulharjo, Kota Yogyakarta, Rabu.",diberangkatankan,diberangkatkan
"Pemanggilannnya terkait proses pembelian sebagian lahan Rumah Sakit (RS) Sumber Waras di Jakarta Barat pada 2014, yang menurut BPK terindikasi menyebabkan kerugian negara mencapai Rp 191 miliar.",Pemanggilannnya,pemanggilannya
"SURABAYA, KOMPAS.com - Musyawarah Perencanaan Pembangunan (Musrenbang) Kota Surabaya, Jawa Timur menetapkan 1.506 proyek nonfisik lolos untuk dikerajkan tahun 2013.",dikerajkan,dikerjakan
Keputusan untuk mengizinkan perempuan berpartisipasi dalam pemilan diambil oleh mendiang Raja Abdullah dan kebijakan itu dianggap sebagai warisan penting dari masa pemerintahannya.,pemilan,pemilihan
"Harus dicatat, setiap persamaan tidak diulang lagi.- Tahap ketiga, Pemecahan MasalahSiapkan kartu dot berjumlah 4, 7, 11, dan 16.",lagi.-,lagi
"Kepala Fungsi Penerangan dan Sosial Budaya KBRI Riyadh, Ahrul Tasni Fathurrahman kepada ANTARA Kairo, Kamis, mengisahkan, awalnya dugaan mutilasi itu dilaporkan Sudiyati -- ibu kandung Darmawati yang juga TKW di Arab Saudi -- kepada KBRI Riyadh.",Tasni,Tsani
"Satu pernyataan kepresidenan mengatakan, insiden itu terjadidi satu pantai di kawasan ibu kota, Conakry Ratoma.",terjadidi,terjadi
Peyandang disabilitas berkesempatan bekerja di BUMN,Peyandang,penyandang
"Pada pelaksanaan Istura kali ini, lanjut Endang, masyarakat dipersilahkan mengengilingi halaman depan dan belakang Istana Bogor.",mengengilingi,mengelilingi
Kompas mendapati lima SPBU dan hanya ada satu SPBU di daerah Tenggineneng yang menyediakan Pertamax.,Tenggineneng,Tegineneng
"Sosialisai tentang layanan ditingkatkan juga ditingkatkan agar pemerintah, layanan kesehatan dan masyarakat dapat sinkron,"" katanya.",Sosialisai,sosialisasi
Dr Sudirman Saad menyampaikan beberapa strategi pengelolaan potensi maritim Indonesia secara konprehhensif dan kebijakan Kementerian Kelautan dan Perikanan terkait dengan pencapaian kesejahteraan rakyat dari sektor maritim.,konprehhensif,komprehensif
"Rekannya Chris Paul mencetak 19 poin dan tujuh assist, center DeAndre Jordan menambah 17 poin, 20 reobund dan empat blok bagi Clippers yang menang beruntun untuk yang keempat kalinya.",reobund,rebound
"Seharusnmya masalah-masalah seperti kriminalisasi tidak perlu dibesar-besarkan kalau tidak ada ,"" ucap dia.",Seharusnmya,seharusnya
"Dalam ukuran zaman itu, Adinegoro berkinerja reporter sekaligus fotografer, infografer dan kartografer atau .",infografer,infographer
"Sejumplah partai yang sudah bergabung dalam koalisi besar ini terdiri dari Golkar, PDI-P, PPP, Gerindra, Hanura, PKNU, PDS, Partai Buruh, PPRN, PPNUI, dan PBR.",Sejumplah,sejumlah
"""Itu khas dan bisa di eksplore jasa akan didapat dari wisata.",eksplore,explore
Serangan roket hantam pelabuhan Israel selalatan Eilat,selalatan,selatan
Tujuannya hanya untuk memastikan pembayar sudah memiliki tempat untuk memakamkan keluarnyanya apabila nantinya meninggal dunia.,keluarnyanya,keluarganya
Berikut ini beberapa fakta menarik seputar GP Bahrain.- Sirkuit Internasional Bahrain yang terletak di kota Sakhir selalu jadi venue berlangsungnya GP Bahrain sejak pertama bergabung dengan Formula 1 pada 2004.,Bahrain.-,Bahrain
"Menteri Demitu juga menyimak pemaparan Dirut ASDP terkait pengawasan di sejumlah titik areal pelabuhan yang berbasis teknologi informasi, yang memberikan gambaran kompherensif tentang lalu lintas kapal penyeberangan di seluruh wilayah Indonesia.",kompherensif,komprehensif
"""Mereka akan menyebabkan kekacauan serius dalam tatatanan dunia,"" katanya.",tatatanan,tatanan
"""Mohon maaf, saya diinstruksikan tidak menerima tamu hari ini,"" kata Petugas Keamnaan Bandung Pilot Academy, Rizky di gerbang kampus berwarna biru langit di Jalan Padjadjaran Kota Bandung itu.",Keamnaan,Keamanan
"Bekas- bekas kebakaran masih terlihat di tiang-tiang beton di lantai 3, dibiarkan begitu saja tanpa ada perbaikan.",Bekas-,bekas
Sikap keras Indonesia yang memanggil pulang Dubes RI untuk Australia dan menghentikan kerja sama militer dan intelijen kedua negara serta ketakinginan Indonesia dalam membantu Australia dalam hal penanganan masalah irregular migrants adalah bagian dari strategi diplomasi Indonesia yang sangat terukur agar Australia meminta maaf kepada Indonesia.,ketakinginan,ketidakinginan
"""Baca secara tenang, bayangkan praketknya nanti bisa menimbulkan ruang intervensi langsung dan tidak langsung,"" katanya.",praketknya,prakteknya
"Denpasar (ANTARA News) - Lembaga Pemasyarakatan Kelas II-A Denpasar mengamanankan narapidana pengambil video terpidana mati asal Australia, Andrew Chan dan Myuran Sukumaran atau dikenal dengan kelompok ""Bali Nine"" yang beredar luas di salah satu televisi swasta.",mengamanankan,mengamankan
"Sumirat menjelaskan, yang dimaksud terorisme narkotika ialah tindakan terorisem yang dibiayai oleh hasil dari kegiatan penjualan narkotika.",terorisem,terorisme
Indonesia kini memang sudah diperbolehkan berkiprah pada kkaga internasional.,kkaga,laga
"""Atas permintaan terdakwa II (Evy) dimaksud Rio menyampaukan akan menjalin komunikasi dengan Kejaksan Agung setah kembaki dari umroh dan juga menyampaikan kepada terdakwa II bahwa semenjak islah, semua pihak menjadi cooling down,"" kata jaksa.",setah,setelah
"Selain merebut tiket menuju panggung tingkat nasional juga juara satu berhak atas hadiah uang sebesar Rp5 juta, juara dua meraup hadiah Rp3 juta, juara tiga kebagian Rp2,5 juta serta juara harapan I dan harapan II masing-masing keciprat Rp1 juta.",keciprat,kecipratan
"ROMA, KOMPAS.com - Pasangan Italia yang diculik di Mauritania, Desember tahun lalu, telah dibebaskan di Mali dan diserahkan kepada pemerintah negara itu, Menlu Italia Franco Fratttini mengatakan dalam pernyataannya, Jumat.",Fratttini,Fratini
"Lisabon (ANTARA News) - Baik Carlo Ancelotti yang kenyang pengalaman sebagai pelatih bertangan dingin, maupun Diego Simeone yang dipuji sebagai pelatih berjuluk ""dewa"" di tengah para pemainnya, sama-sama mahfum bahwa pertimbangan psikologis kerapkali mempengeharuhi kemenangan sebuah tim menghadapi laga krusial sekelas final Liga Champions.",mempengeharuhi,mempengaruhi
"''Ini merupakan bagian antisipasi, karena diduga adanya keterliban banyak pelajar dalam geng motor,'' ujar Fahmi yang sebelumnya sempat menjadi anggota DPRD Kota Sukabumi dua periode.",keterliban,keterlibatan
Baliscan mengatakan bahwa daerah selatan--yang kini hancur karena konflik selama beberapa dekade--mempunyai potensi untuk menjadi pemicu pertumbunuhan ekonomi karena kesuburan tanah dan kandungan mineralnya.,pertumbunuhan,pertumbuhan
"Sekali lagi ini sama sekali bukan kebijakan KPK tapi bersifat teknis dari Ditjen Pemasyarakatan dan tentunya pelaksanananya disesuaikan dengan kondisi masing-masing ruang tahanan,"" jelas Ruki.",pelaksanananya,pelaksanaannya
